tags_delimited,cnt
".net,c#,winforms,wpf","188"
".net,c#,win-universal-app","37"
".net,c#,wix","43"
".net,c#,workflow","42"
".net,c#,wpf","3229"
".net,c#,wpf,wpf-controls","122"
".net,c#,wpf,xaml","1004"
".net,c#,xamarin","95"
".net,c#,xamarin,xamarin.forms","152"
".net,c#,xamarin.forms","54"
".net,c#,xaml","115"
".net,c#,xml","1181"
".net,c#,xml,xml-parsing","57"
".net,c#,xml,xpath","120"
".net,c#,xml,xsd","116"
".net,c#,xml,xslt","54"
".net,c#,xna","115"
".net,c#,xpath","54"
".net,c#,xsd","40"
".net,c#,xslt","42"
".net,c#,zip","107"
".net,c#-4.0","377"
".net,c#-4.0,winforms","43"
".net,c,c#","37"
".net,c++","200"
".net,c++,c++-cli","39"
".net,c++-cli","267"
".net,c++-cli,visual-c++","58"
".net,c++-cli,winforms","37"
".net,caching","84"
".net,certificate","37"
".net,collections","72"
".net,com","229"
".net,com,interop","57"
".net,configuration","167"
".net,console-application","50"
".net,content-management-system","38"
".net,continuous-integration","38"
".net,controls,winforms","47"
".net,cryptography","77"
".net,crystal-reports","115"
".net,database","113"
".net,data-binding,winforms","38"
".net,data-binding,wpf","81"
".net,datagridview","65"
".net,datagridview,vb.net","83"
".net,datagridview,vb.net,winforms","77"
".net,datagridview,winforms","102"
".net,datatable","36"
".net,datetime","127"
".net,datetime,vb.net","42"
".net,debugging","229"
".net,debugging,visual-studio","90"
".net,delphi","56"
".net,dependencies","36"
".net,dependency-injection","250"
".net,deployment","151"
".net,design-patterns","123"
".net,dll","214"
".net,dll,vb.net","38"
".net,docker","94"
".net,domain-driven-design","46"
".net,dynamics-crm","41"
".net,ef-code-first,entity-framework","86"
".net,elasticsearch","97"
".net,email","89"
".net,encryption","100"
".net,entity-framework","714"
".net,entity-framework,entity-framework-4","112"
".net,entity-framework,entity-framework-6","45"
".net,entity-framework,entity-framework-core","41"
".net,entity-framework,linq","84"
".net,entity-framework,sql-server","84"
".net,entity-framework,vb.net","37"
".net,entity-framework-4","63"
".net,entity-framework-core","113"
".net,enums","38"
".net,events","50"
".net,excel","170"
".net,excel,vb.net","50"
".net,exception","243"
".net,exception,vb.net","41"
".net,f#","406"
".net,f#,functional-programming","83"
".net,file","36"
".net,file-io","40"
".net,fluent-nhibernate,nhibernate","57"
".net,frameworks","93"
".net,ftp","45"
".net,garbage-collection","199"
".net,generics","104"
".net,generics,vb.net","46"
".net,git","36"
".net,graphics","44"
".net,gridview","40"
".net,html","89"
".net,http","55"
".net,httpwebrequest","59"
".net,iis","276"
".net,iis,wcf","66"
".net,iis-7","55"
".net,image","62"
".net,image-processing","42"
".net,installation","142"
".net,interface","37"
".net,internet-explorer","38"
".net,interop","75"
".net,itext","39"
".net,itext,pdf","41"
".net,java","240"
".net,java,web-services","38"
".net,javascript","222"
".net,javascript,jquery","81"
".net,jquery","103"
".net,json","106"
".net,json,json.net","46"
".net,json.net","61"
".net,linq","378"
".net,linq,linq-to-sql","83"
".net,linq,sql","36"
".net,linq,vb.net","155"
".net,linq-to-sql","172"
".net,linux,mono","39"
".net,localization","73"
".net,logging","205"
".net,lucene","41"
".net,maui","270"
".net,maui,xaml","49"
".net,memory","52"
".net,memory-leaks","60"
".net,memory-management","53"
".net,mocking","37"
".net,mocking,unit-testing","38"
".net,model-view-controller","67"
".net,mongodb","47"
".net,mono","148"
".net,ms-access","48"
".net,msbuild","289"
".net,msbuild,visual-studio","85"
".net,ms-word","61"
".net,multithreading","422"
".net,multithreading,vb.net","72"
".net,multithreading,winforms","41"
".net,mvvm,wpf","113"
".net,mysql","127"
".net,mysql,vb.net","56"
".net,namespaces","47"
".net,networking","45"
".net,nhibernate","208"
".net,nosql","42"
".net,nuget","284"
".net,nuget,visual-studio","117"
".net,nunit","82"
".net,nunit,unit-testing","45"
".net,oop","57"
".net,oop,vb.net","36"
".net,oracle","195"
".net,orm","71"
".net,outlook","60"
".net,parsing","37"
".net,paypal","45"
".net,pdf","86"
".net,performance","163"
".net,php","74"
".net,postgresql","46"
".net,powershell","475"
".net,powershell,regex","36"
".net,powershell,windows","43"
".net,printing","63"
".net,process","79"
".net,profiling","44"
".net,python","105"
".net,rabbitmq","93"
".net,razor","36"
".net,reference","49"
".net,reflection","293"
".net,reflection,vb.net","45"
".net,regex","948"
".net,regex,vb.net","98"
".net,reporting-services","59"
".net,resources","44"
".net,rest","55"
".net,rest,wcf","69"
".net,security","228"
".net,security,wcf","37"
".net,serialization","179"
".net,serialization,wcf","36"
".net,serialization,xml","49"
".net,serial-port","47"
".net,service","36"
".net,sharepoint","99"
".net,signalr","54"
".net,silverlight","224"
".net,silverlight,silverlight-4.0","40"
".net,silverlight,wcf","47"
".net,silverlight,windows-phone-7","41"
".net,silverlight,wpf","36"
".net,soap","46"
".net,soap,wcf","36"
".net,soap,web-services","41"
".net,sockets","100"
".net,sonarqube","43"
".net,sql","215"
".net,sql,sql-server","159"
".net,sql,vb.net","53"
".net,sqlite","68"
".net,sql-server","516"
".net,sql-server,vb.net","58"
".net,sql-server-2008","53"
".net,ssl","78"
".net,string","94"
".net,string,vb.net","54"
".net,swagger","38"
".net,task-parallel-library","102"
".net,teamcity","40"
".net,testing","45"
".net,tfs","101"
".net,transactions","47"
".net,unit-testing","234"
".net,user-controls","39"
".net,user-interface,winforms","48"
".net,uwp","45"
".net,validation","53"
".net,vb.net","2797"
".net,vb.net,visual-studio","164"
".net,vb.net,visual-studio-2010","82"
".net,vb.net,windows","46"
".net,vb.net,winforms","462"
".net,vb.net,wpf","81"
".net,vb.net,xml","74"
".net,vb6","81"
".net,version","45"
".net,visual-c++","57"
".net,visual-studio","848"
".net,visual-studio,visual-studio-2008","51"
".net,visual-studio,visual-studio-2010","106"
".net,visual-studio,visual-studio-2015","36"
".net,visual-studio,winforms","60"
".net,visual-studio-2008","107"
".net,visual-studio-2010","305"
".net,visual-studio-2012","119"
".net,visual-studio-2013","78"
".net,visual-studio-2015","50"
".net,visual-studio-2017","45"
".net,visual-studio-code","40"
".net,vsto","64"
".net,wcf","1187"
".net,wcf,web-services","165"
".net,web-config","75"
".net,web-services","285"
".net,winapi","116"
".net,winapi,windows","39"
".net,windows","417"
".net,windows,winforms","39"
".net,windows-7","67"
".net,windows-installer","65"
".net,windows-installer,wix","51"
".net,windows-phone-7","55"
".net,windows-services","179"
".net,winforms","1054"
".net,winforms,wpf","80"
".net,wix","92"
".net,workflow","52"
".net,wpf","1100"
".net,wpf,wpf-controls","59"
".net,wpf,xaml","372"
".net,xamarin","40"
".net,xaml","38"
".net,xml","283"
".net,xml,xpath","49"
".net,xml,xsd","46"
".net,xml,xslt","40"
".net,xpath","37"
".net,xsd","37"
".net,xslt","66"
".net-3.5","194"
".net-3.5,asp.net","102"
".net-3.5,asp.net,c#","113"
".net-3.5,c#","540"
".net-3.5,c#,linq","60"
".net-3.5,c#,multithreading","39"
".net-3.5,c#,winforms","122"
".net-3.5,c#,wpf","55"
".net-3.5,vb.net","37"
".net-3.5,wcf","37"
".net-3.5,wpf","49"
".net-4.0","315"
".net-4.0,asp.net","119"
".net-4.0,asp.net,c#","103"
".net-4.0,c#","608"
".net-4.0,c#,linq","48"
".net-4.0,c#,multithreading","59"
".net-4.0,c#,visual-studio-2010","79"
".net-4.0,c#,wcf","45"
".net-4.0,c#,winforms","131"
".net-4.0,c#,wpf","153"
".net-4.0,c#,wpf,xaml","39"
".net-4.0,c#-4.0","36"
".net-4.0,vb.net","64"
".net-4.0,visual-studio-2010","60"
".net-4.0,wcf","63"
".net-4.0,wpf","65"
".net-6.0","287"
".net-6.0,.net-core","43"
".net-6.0,.net-core,c#","50"
".net-6.0,asp.net-core","83"
".net-6.0,asp.net-core,c#","153"
".net-6.0,asp.net-core-webapi,c#","57"
".net-6.0,blazor","44"
".net-6.0,blazor,c#","46"
".net-6.0,c#","556"
".net-6.0,c#,entity-framework-core","82"
".net-6.0,c#,winforms","38"
".net-6.0,c#,wpf","39"
".net-core","2133"
".net-core,amazon-web-services,aws-lambda","37"
".net-core,angular","111"
".net-core,api,c#","40"
".net-core,asp.net","72"
".net-core,asp.net,asp.net-core","64"
".net-core,asp.net,asp.net-core,c#","112"
".net-core,asp.net,c#","142"
".net-core,asp.net-core","885"
".net-core,asp.net-core,asp.net-core-mvc","194"
".net-core,asp.net-core,asp.net-core-mvc,c#","173"
".net-core,asp.net-core,asp.net-core-webapi","80"
".net-core,asp.net-core,asp.net-core-webapi,c#","127"
".net-core,asp.net-core,asp.net-mvc","43"
".net-core,asp.net-core,asp.net-mvc,c#","69"
".net-core,asp.net-core,asp.net-web-api,c#","43"
".net-core,asp.net-core,blazor","52"
".net-core,asp.net-core,blazor,c#","37"
".net-core,asp.net-core,c#","1180"
".net-core,asp.net-core,c#,dependency-injection","134"
".net-core,asp.net-core,c#,entity-framework","49"
".net-core,asp.net-core,c#,entity-framework,entity-framework-core","73"
".net-core,asp.net-core,c#,entity-framework-core","116"
".net-core,asp.net-core,c#,iis","37"
".net-core,asp.net-core,c#,razor","36"
".net-core,asp.net-core,dependency-injection","44"
".net-core,asp.net-core,entity-framework-core","83"
".net-core,asp.net-core,iis","37"
".net-core,asp.net-core-mvc","96"
".net-core,asp.net-core-mvc,c#","127"
".net-core,asp.net-core-webapi","132"
".net-core,asp.net-core-webapi,c#","173"
".net-core,asp.net-mvc","58"
".net-core,asp.net-mvc,c#","74"
".net-core,asp.net-web-api,c#","44"
".net-core,async-await,c#","52"
".net-core,automapper,c#","96"
".net-core,azure","161"
".net-core,azure,azure-functions","55"
".net-core,azure,azure-functions,c#","78"
".net-core,azure,c#","128"
".net-core,azure-devops","54"
".net-core,azure-devops,azure-pipelines","38"
".net-core,azure-functions","77"
".net-core,azure-functions,c#","81"
".net-core,blazor","118"
".net-core,blazor,c#","123"
".net-core,botframework,c#","37"
".net-core,c#","3753"
".net-core,c#,configuration","47"
".net-core,c#,console-application","68"
".net-core,c#,dependency-injection","328"
".net-core,c#,docker","87"
".net-core,c#,entity-framework","225"
".net-core,c#,entity-framework,entity-framework-core","207"
".net-core,c#,entity-framework,linq","40"
".net-core,c#,entity-framework-core","628"
".net-core,c#,entity-framework-core,linq","65"
".net-core,c#,entity-framework-core,sql-server","65"
".net-core,c#,generics","39"
".net-core,c#,httpclient","44"
".net-core,c#,identityserver4","51"
".net-core,c#,json","112"
".net-core,c#,json,json.net","38"
".net-core,c#,json.net","51"
".net-core,c#,linq","105"
".net-core,c#,linux","101"
".net-core,c#,logging","59"
".net-core,c#,mongodb","76"
".net-core,c#,moq,unit-testing","43"
".net-core,c#,msbuild","62"
".net-core,c#,multithreading","38"
".net-core,c#,nuget","86"
".net-core,c#,powershell","38"
".net-core,c#,rabbitmq","51"
".net-core,c#,reflection","58"
".net-core,c#,sql-server","54"
".net-core,c#,swagger","51"
".net-core,c#,unit-testing","72"
".net-core,c#,uwp","40"
".net-core,c#,visual-studio","122"
".net-core,c#,visual-studio-2017","37"
".net-core,c#,visual-studio-code","67"
".net-core,c#,wcf","51"
".net-core,c#,winforms","51"
".net-core,c#,wpf","122"
".net-core,dependency-injection","93"
".net-core,docker","186"
".net-core,docker,dockerfile","52"
".net-core,entity-framework","140"
".net-core,entity-framework,entity-framework-core","81"
".net-core,entity-framework-core","318"
".net-core,entity-framework-core,linq","38"
".net-core,f#","68"
".net-core,identityserver4","69"
".net-core,iis","66"
".net-core,json","38"
".net-core,linux","72"
".net-core,logging","37"
".net-core,macos","36"
".net-core,msbuild","87"
".net-core,nuget","153"
".net-core,rabbitmq","55"
".net-core,signalr","45"
".net-core,sql-server","42"
".net-core,swagger","71"
".net-core,visual-studio","121"
".net-core,visual-studio-2017","78"
".net-core,visual-studio-code","61"
".net-core,wpf","52"
"2d","199"
"2d,algorithm","64"
"2d,android","60"
"2d,arrays,c","100"
"2d,arrays,c++","59"
"2d,arrays,java","189"
"2d,c#","67"
"2d,c#,unity-game-engine","476"
"2d,c#,xna","80"
"2d,c++","83"
"2d,c++,opengl","53"
"2d,geometry","36"
"2d,graphics,java","63"
"2d,java","191"
"2d,javascript","63"
"2d,list,python","44"
"2d,pygame,python","48"
"2d,python","46"
"2d,unity-game-engine","317"
"3d","1053"
"3d,actionscript-3","37"
"3d,actionscript-3,flash","46"
"3d,algorithm","82"
"3d,algorithm,geometry","37"
"3d,android","90"
"3d,android,opengl-es","80"
"3d,animation","43"
"3d,c#","97"
"3d,c#,unity-game-engine","143"
"3d,c#,wpf","112"
"3d,c#,xna","85"
"3d,c++","212"
"3d,c++,graphics","54"
"3d,c++,graphics,opengl","53"
"3d,c++,opengl","201"
"3d,css","47"
"3d,css,html","50"
"3d,geometry","115"
"3d,geometry,math","71"
"3d,gnuplot","47"
"3d,graphics","219"
"3d,graphics,math","44"
"3d,graphics,opengl","88"
"3d,ios","80"
"3d,ios,swift","57"
"3d,java","207"
"3d,java,javafx","43"
"3d,java,libgdx","56"
"3d,java,opengl","72"
"3d,javascript","112"
"3d,javascript,three.js","594"
"3d,javascript,three.js,webgl","49"
"3d,javascript,webgl","37"
"3d,math","111"
"3d,matlab","178"
"3d,matlab,plot","141"
"3d,matplotlib,plot,python","96"
"3d,matplotlib,python","181"
"3d,numpy,python","36"
"3d,opencv","49"
"3d,opengl","246"
"3d,plot,python","44"
"3d,plot,r","136"
"3d,python","320"
"3d,r","154"
"3d,rendering","37"
"3d,rotation","40"
"3d,three.js","242"
"3d,three.js,webgl","36"
"3d,unity-game-engine","197"
"3d,wpf","101"
"3d,xna","48"
"64-bit","224"
"64-bit,assembly","78"
"64-bit,c","55"
"64-bit,c#","86"
"64-bit,c++","102"
"64-bit,delphi","76"
"64-bit,java","48"
"64-bit,python","37"
"64-bit,windows","88"
"abstract-class,c#","144"
"abstract-class,c#,generics","42"
"abstract-class,c#,inheritance","73"
"abstract-class,c#,interface","53"
"abstract-class,c++","239"
"abstract-class,c++,inheritance","105"
"abstract-class,generics,java","42"
"abstract-class,inheritance,java","120"
"abstract-class,interface,java","113"
"abstract-class,java","363"
"abstract-class,java,oop","55"
"abstract-class,php","50"
"abstract-class,python","119"
"abstract-class,python,python-3.x","51"
"accessibility","656"
"accessibility,android","583"
"accessibility,android,java","50"
"accessibility,angular","44"
"accessibility,css","76"
"accessibility,css,html","197"
"accessibility,css,html,javascript","69"
"accessibility,css,xhtml","37"
"accessibility,forms,html","40"
"accessibility,html","856"
"accessibility,html,javascript","155"
"accessibility,ios","180"
"accessibility,ios,objective-c","41"
"accessibility,ios,swift","96"
"accessibility,javascript","135"
"accessibility,javascript,jquery","41"
"accessibility,javascript,reactjs","41"
"accessibility,jquery","38"
"accessibility,reactjs","57"
"actionscript","516"
"actionscript,actionscript-3","645"
"actionscript,actionscript-3,adobe,flash","57"
"actionscript,actionscript-3,air,flash","43"
"actionscript,actionscript-3,apache-flex","439"
"actionscript,actionscript-3,apache-flex,flash","190"
"actionscript,actionscript-3,flash","1270"
"actionscript,adobe,apache-flex","46"
"actionscript,adobe,flash","36"
"actionscript,air,apache-flex","58"
"actionscript,apache-flex","520"
"actionscript,apache-flex,flash","182"
"actionscript,flash","890"
"actionscript,flash,javascript","63"
"actionscript,javascript","59"
"actionscript-3","6900"
"actionscript-3,adobe","45"
"actionscript-3,adobe,air","49"
"actionscript-3,adobe,air,flash","41"
"actionscript-3,adobe,apache-flex","91"
"actionscript-3,adobe,flash","167"
"actionscript-3,air","565"
"actionscript-3,air,android","151"
"actionscript-3,air,android,flash","120"
"actionscript-3,air,apache-flex","460"
"actionscript-3,air,apache-flex,flash","121"
"actionscript-3,air,flash","353"
"actionscript-3,air,flash,ios","68"
"actionscript-3,air,ios","101"
"actionscript-3,android","85"
"actionscript-3,android,flash","97"
"actionscript-3,animation","43"
"actionscript-3,animation,flash","89"
"actionscript-3,apache-flex","3192"
"actionscript-3,apache-flex,datagrid","89"
"actionscript-3,apache-flex,events","36"
"actionscript-3,apache-flex,flash","932"
"actionscript-3,apache-flex,java","42"
"actionscript-3,apache-flex,mobile","43"
"actionscript-3,apache-flex,xml","89"
"actionscript-3,arrays","268"
"actionscript-3,arrays,flash","138"
"actionscript-3,audio","115"
"actionscript-3,audio,flash","128"
"actionscript-3,bitmap","61"
"actionscript-3,bitmap,flash","47"
"actionscript-3,button","50"
"actionscript-3,button,flash","61"
"actionscript-3,class","101"
"actionscript-3,class,flash","83"
"actionscript-3,events","115"
"actionscript-3,events,flash","75"
"actionscript-3,flash","6539"
"actionscript-3,flash,html","46"
"actionscript-3,flash,javascript","139"
"actionscript-3,flash,mouseevent","37"
"actionscript-3,flash,oop","43"
"actionscript-3,flash,php","119"
"actionscript-3,flash,textfield","62"
"actionscript-3,flash,timer","69"
"actionscript-3,flash,variables","38"
"actionscript-3,flash,video","72"
"actionscript-3,flash,xml","204"
"actionscript-3,function","45"
"actionscript-3,image","36"
"actionscript-3,ios","41"
"actionscript-3,javascript","117"
"actionscript-3,json","53"
"actionscript-3,math","49"
"actionscript-3,mouseevent","73"
"actionscript-3,oop","91"
"actionscript-3,php","103"
"actionscript-3,regex","99"
"actionscript-3,textfield","61"
